image_id,type,xmin,xmax,ymin,ymax
lesion_5408,lesion,11,24,12,26
lesion_5409,lesion,10,23,13,26
lesion_5410,lesion,10,23,12,21
lesion_5410,lesion,17,22,20,27
lesion_5411,lesion,18,22,12,16
lesion_5411,lesion,11,15,16,20
lesion_5411,lesion,17,22,16,19
lesion_5411,lesion,15,17,17,19
lesion_5411,lesion,17,21,22,26
lesion_5412,lesion,17,21,6,10
lesion_5412,lesion,18,21,12,14
lesion_5413,lesion,17,22,6,11
lesion_5413,lesion,13,16,8,11
lesion_5413,lesion,17,22,11,15
lesion_5414,lesion,16,24,5,16
lesion_5414,lesion,13,17,8,12
lesion_5415,lesion,13,25,5,17
lesion_5416,lesion,12,27,6,20
lesion_5416,lesion,26,30,10,14
lesion_5417,lesion,12,28,6,21
lesion_5417,lesion,25,30,9,15
lesion_5418,lesion,12,30,6,22
lesion_5419,lesion,12,30,6,22
lesion_5420,lesion,13,29,4,22
lesion_5421,lesion,13,29,4,22
lesion_5421,lesion,25,28,16,19
lesion_5422,lesion,13,28,5,22
lesion_5423,lesion,13,28,5,22
lesion_5424,lesion,-1,2,5,8
lesion_5424,lesion,18,27,8,16
lesion_5424,lesion,-1,1,10,14
lesion_5424,lesion,12,24,12,22
lesion_5425,lesion,-1,3,3,8
lesion_5425,lesion,-1,2,10,14
lesion_5425,lesion,22,27,11,15
lesion_5425,lesion,12,21,14,21
lesion_5426,lesion,-1,3,4,8
lesion_5426,lesion,-1,2,10,14
lesion_5426,lesion,13,20,13,21
lesion_5426,lesion,1,3,14,16
lesion_5427,lesion,-1,2,4,7
lesion_5427,lesion,-1,5,9,17
lesion_5427,lesion,13,20,13,20
lesion_5428,lesion,-1,5,4,17
lesion_5428,lesion,14,20,13,19
lesion_5429,lesion,-1,5,2,17
lesion_5429,lesion,15,19,14,18
lesion_5430,lesion,-1,4,2,17
lesion_5431,lesion,-1,4,2,17
lesion_5432,lesion,-1,4,2,15
lesion_5433,lesion,14,18,12,16
lesion_5433,lesion,15,18,18,20
lesion_5434,lesion,14,19,12,17
lesion_5434,lesion,10,13,14,17
lesion_5434,lesion,14,19,17,21
lesion_5435,lesion,13,21,11,22
lesion_5435,lesion,10,14,14,18
lesion_5436,lesion,10,22,11,23
lesion_5437,lesion,9,24,12,26
lesion_5437,lesion,23,27,16,20
lesion_5438,lesion,9,25,12,27
lesion_5438,lesion,22,27,15,21
lesion_5439,lesion,9,28,12,28
lesion_5440,lesion,9,27,12,28
lesion_5441,lesion,10,26,10,28
lesion_5442,lesion,10,26,10,28
lesion_5442,lesion,22,25,22,25
lesion_5443,lesion,10,25,11,28
lesion_5444,lesion,10,25,11,28
lesion_5445,lesion,15,24,14,22
lesion_5445,lesion,9,21,18,28
lesion_5446,lesion,19,24,17,21
lesion_5446,lesion,9,18,20,27
lesion_5447,lesion,10,17,19,27
lesion_5448,lesion,-1,2,19,23
lesion_5448,lesion,10,17,19,26
lesion_5449,lesion,-1,2,18,23
lesion_5449,lesion,11,17,19,25
lesion_5450,lesion,-1,2,18,23
lesion_5450,lesion,12,16,20,24
lesion_5451,lesion,-1,15,17,30
lesion_5452,lesion,-1,17,17,30
lesion_5453,lesion,-1,18,17,30
lesion_5454,lesion,-1,18,17,30
lesion_5455,lesion,-1,18,16,30
lesion_5456,lesion,-1,17,16,30
lesion_5456,lesion,-1,2,25,29
lesion_5457,lesion,13,16,13,18
lesion_5457,lesion,15,18,13,15
lesion_5457,lesion,7,16,16,25
lesion_5457,lesion,1,12,18,30
lesion_5457,lesion,-1,1,26,28
lesion_5458,lesion,12,20,12,19
lesion_5458,lesion,2,6,18,22
lesion_5458,lesion,10,14,19,24
lesion_5458,lesion,2,4,22,24
lesion_5458,lesion,5,9,24,26
lesion_5459,lesion,11,22,12,21
lesion_5459,lesion,0,6,17,23
lesion_5460,lesion,10,23,11,24
lesion_5460,lesion,0,6,17,23
lesion_5461,lesion,9,22,10,25
lesion_5461,lesion,0,5,17,22
lesion_5462,lesion,9,23,9,24
lesion_5462,lesion,1,5,17,22
lesion_5463,lesion,9,23,9,23
lesion_5463,lesion,2,4,17,20
lesion_5464,lesion,10,24,9,22
lesion_5465,lesion,10,23,9,23
lesion_5466,lesion,9,22,10,23
lesion_5467,lesion,9,22,9,18
lesion_5467,lesion,16,21,17,24
lesion_5468,lesion,17,21,9,13
lesion_5468,lesion,10,14,13,17
lesion_5468,lesion,16,21,13,16
lesion_5468,lesion,14,16,14,16
lesion_5468,lesion,16,20,19,23
lesion_5469,lesion,10,14,8,12
lesion_5469,lesion,11,14,14,16
lesion_5470,lesion,10,15,8,13
lesion_5470,lesion,6,9,10,13
lesion_5470,lesion,10,15,13,17
lesion_5471,lesion,9,17,7,18
lesion_5471,lesion,6,10,10,14
lesion_5472,lesion,6,18,7,19
lesion_5473,lesion,5,20,8,22
lesion_5473,lesion,19,23,12,16
lesion_5474,lesion,5,21,8,23
lesion_5474,lesion,18,23,11,17
lesion_5475,lesion,5,24,8,24
lesion_5476,lesion,5,23,8,24
lesion_5477,lesion,6,22,6,24
lesion_5478,lesion,6,22,6,24
lesion_5478,lesion,18,21,18,21
lesion_5479,lesion,6,21,7,24
lesion_5480,lesion,6,21,7,24
lesion_5481,lesion,11,20,10,18
lesion_5481,lesion,5,17,14,24
lesion_5482,lesion,15,20,13,17
lesion_5482,lesion,5,14,16,23
lesion_5483,lesion,6,13,15,23
lesion_5484,lesion,6,13,15,22
lesion_5485,lesion,7,13,15,21
lesion_5486,lesion,8,12,16,20
lesion_5487,lesion,-1,17,17,30
lesion_5488,lesion,-1,19,17,30
lesion_5489,lesion,-1,20,17,30
lesion_5490,lesion,-1,20,17,30
lesion_5491,lesion,-1,20,16,30
lesion_5492,lesion,0,19,16,30
lesion_5492,lesion,-1,4,25,29
lesion_5493,lesion,15,18,13,18
lesion_5493,lesion,17,20,13,15
lesion_5493,lesion,9,18,16,25
lesion_5493,lesion,3,14,18,30
lesion_5493,lesion,-1,3,25,29
lesion_5494,lesion,14,22,12,19
lesion_5494,lesion,4,8,18,22
lesion_5494,lesion,12,16,19,24
lesion_5494,lesion,4,6,22,24
lesion_5494,lesion,7,11,24,26
lesion_5494,lesion,-1,2,25,29
lesion_5495,lesion,13,24,12,21
lesion_5495,lesion,2,8,17,23
lesion_5495,lesion,-1,1,25,29
lesion_5496,lesion,12,25,11,24
lesion_5496,lesion,2,8,17,23
lesion_5497,lesion,11,24,10,25
lesion_5497,lesion,2,7,17,22
lesion_5498,lesion,11,25,9,24
lesion_5498,lesion,3,7,17,22
lesion_5499,lesion,11,25,9,23
lesion_5499,lesion,4,6,17,20
lesion_5500,lesion,12,26,9,22
lesion_5501,lesion,12,25,9,23
lesion_5502,lesion,11,24,10,23
lesion_5503,lesion,11,24,9,18
lesion_5503,lesion,18,23,17,24
lesion_5504,lesion,19,23,9,13
lesion_5504,lesion,12,16,13,17
lesion_5504,lesion,18,23,13,16
lesion_5504,lesion,16,18,14,16
lesion_5504,lesion,18,22,19,23
lesion_5505,lesion,-1,10,13,24
lesion_5506,lesion,-1,12,12,28
lesion_5507,lesion,-1,13,12,29
lesion_5508,lesion,-1,15,12,28
lesion_5509,lesion,-1,16,12,29
lesion_5510,lesion,-1,16,12,28
lesion_5511,lesion,-1,16,11,27
lesion_5512,lesion,-1,15,11,25
lesion_5512,lesion,0,2,24,26
lesion_5513,lesion,11,14,8,13
lesion_5513,lesion,13,16,8,10
lesion_5513,lesion,5,14,11,20
lesion_5513,lesion,-1,10,13,25
lesion_5514,lesion,10,18,7,14
lesion_5514,lesion,0,4,13,17
lesion_5514,lesion,8,12,14,19
lesion_5514,lesion,0,2,17,19
lesion_5514,lesion,3,7,19,21
lesion_5515,lesion,9,20,7,16
lesion_5515,lesion,-1,4,12,18
lesion_5516,lesion,8,21,6,19
lesion_5516,lesion,-1,4,12,18
lesion_5517,lesion,7,20,5,20
lesion_5517,lesion,-1,3,12,17
lesion_5518,lesion,7,21,4,19
lesion_5518,lesion,-1,3,12,17
lesion_5519,lesion,7,21,4,18
lesion_5519,lesion,0,2,12,15
lesion_5520,lesion,8,22,4,17
lesion_5521,lesion,8,21,4,18
lesion_5522,lesion,7,20,5,18
lesion_5523,lesion,7,20,4,13
lesion_5523,lesion,14,19,12,19
lesion_5524,lesion,15,19,4,8
lesion_5524,lesion,8,12,8,12
lesion_5524,lesion,14,19,8,11
lesion_5524,lesion,12,14,9,11
lesion_5524,lesion,14,18,14,18
lesion_5525,lesion,-1,10,19,30
lesion_5526,lesion,-1,12,19,30
lesion_5527,lesion,-1,13,19,30
lesion_5528,lesion,-1,13,19,30
lesion_5529,lesion,-1,13,18,30
lesion_5530,lesion,-1,12,18,30
lesion_5530,lesion,-1,1,20,23
lesion_5531,lesion,8,11,15,20
lesion_5531,lesion,10,13,15,17
lesion_5531,lesion,2,11,18,27
lesion_5531,lesion,-1,1,21,24
lesion_5531,lesion,-1,7,24,30
lesion_5532,lesion,7,15,14,21
lesion_5532,lesion,-1,1,21,23
lesion_5532,lesion,5,9,21,26
lesion_5532,lesion,0,4,26,28
lesion_5533,lesion,6,17,14,23
lesion_5533,lesion,-1,1,21,23
lesion_5534,lesion,5,18,13,26
lesion_5534,lesion,-1,1,21,23
lesion_5535,lesion,4,17,12,27
lesion_5536,lesion,4,18,11,26
lesion_5537,lesion,4,18,11,25
lesion_5538,lesion,5,19,11,24
lesion_5539,lesion,5,18,11,25
lesion_5540,lesion,4,17,12,25
lesion_5541,lesion,4,17,11,20
lesion_5541,lesion,11,16,19,26
lesion_5542,lesion,12,16,11,15
lesion_5542,lesion,5,9,15,19
lesion_5542,lesion,11,16,15,18
lesion_5542,lesion,9,11,16,18
lesion_5542,lesion,11,15,21,25
lesion_5543,lesion,-1,8,12,22
lesion_5544,lesion,-1,9,12,23
lesion_5545,lesion,-1,11,11,27
lesion_5546,lesion,-1,12,11,28
lesion_5547,lesion,-1,14,11,27
lesion_5548,lesion,-1,15,11,28
lesion_5549,lesion,-1,15,11,27
lesion_5550,lesion,-1,15,10,26
lesion_5551,lesion,-1,14,10,24
lesion_5551,lesion,-1,1,23,25
lesion_5552,lesion,10,13,7,12
lesion_5552,lesion,12,15,7,9
lesion_5552,lesion,4,13,10,19
lesion_5552,lesion,-1,9,12,24
lesion_5553,lesion,9,17,6,13
lesion_5553,lesion,-1,3,12,16
lesion_5553,lesion,7,11,13,18
lesion_5553,lesion,-1,1,16,18
lesion_5553,lesion,2,6,18,20
lesion_5554,lesion,8,19,6,15
lesion_5554,lesion,-1,3,11,17
lesion_5555,lesion,7,20,5,18
lesion_5555,lesion,-1,3,11,17
lesion_5556,lesion,6,19,4,19
lesion_5556,lesion,-1,2,11,16
lesion_5557,lesion,6,20,3,18
lesion_5557,lesion,-1,2,11,16
lesion_5558,lesion,6,20,3,17
lesion_5558,lesion,-1,1,11,14
lesion_5559,lesion,7,21,3,16
lesion_5560,lesion,7,20,3,17
lesion_5561,lesion,6,19,4,17
lesion_5562,lesion,6,19,3,12
lesion_5562,lesion,13,18,11,18
lesion_5563,lesion,14,18,3,7
lesion_5563,lesion,7,11,7,11
lesion_5563,lesion,13,18,7,10
lesion_5563,lesion,11,13,8,10
lesion_5563,lesion,13,17,13,17
lesion_5564,lesion,16,20,9,13
lesion_5564,lesion,17,20,15,17
lesion_5565,lesion,16,21,9,14
lesion_5565,lesion,12,15,11,14
lesion_5565,lesion,16,21,14,18
lesion_5566,lesion,15,23,8,19
lesion_5566,lesion,12,16,11,15
lesion_5567,lesion,12,24,8,20
lesion_5568,lesion,11,26,9,23
lesion_5568,lesion,25,29,13,17
lesion_5569,lesion,11,27,9,24
lesion_5569,lesion,24,29,12,18
lesion_5570,lesion,11,30,9,25
lesion_5571,lesion,11,29,9,25
lesion_5572,lesion,12,28,7,25
lesion_5573,lesion,12,28,7,25
lesion_5573,lesion,24,27,19,22
lesion_5574,lesion,12,27,8,25
lesion_5575,lesion,12,27,8,25
lesion_5576,lesion,-1,1,8,10
lesion_5576,lesion,17,26,11,19
lesion_5576,lesion,11,23,15,25
lesion_5577,lesion,-1,2,6,11
lesion_5577,lesion,-1,1,14,16
lesion_5577,lesion,21,26,14,18
lesion_5577,lesion,11,20,17,24
lesion_5578,lesion,-1,2,7,11
lesion_5578,lesion,-1,1,14,16
lesion_5578,lesion,12,19,16,24
lesion_5578,lesion,0,2,17,19
lesion_5579,lesion,-1,1,7,10
lesion_5579,lesion,-1,4,13,20
lesion_5579,lesion,12,19,16,23
lesion_5580,lesion,-1,4,12,20
lesion_5580,lesion,13,19,16,22
lesion_5581,lesion,-1,4,9,20
lesion_5581,lesion,14,18,17,21
lesion_5582,lesion,-1,2,9,17
lesion_5582,lesion,-1,3,17,20
lesion_5583,lesion,-1,1,8,12
lesion_5583,lesion,-1,3,12,17
lesion_5583,lesion,-1,1,17,20
lesion_5584,lesion,-1,3,6,18
lesion_5585,lesion,-1,3,7,17
lesion_5586,lesion,-1,3,8,16
lesion_5587,lesion,-1,2,9,16
lesion_5588,lesion,11,15,3,7
lesion_5588,lesion,12,15,9,11
lesion_5589,lesion,11,16,3,8
lesion_5589,lesion,7,10,5,8
lesion_5589,lesion,11,16,8,12
lesion_5590,lesion,10,18,2,13
lesion_5590,lesion,7,11,5,9
lesion_5591,lesion,7,19,2,14
lesion_5592,lesion,6,21,3,17
lesion_5592,lesion,20,24,7,11
lesion_5593,lesion,6,22,3,18
lesion_5593,lesion,19,24,6,12
lesion_5594,lesion,6,25,3,19
lesion_5595,lesion,6,24,3,19
lesion_5596,lesion,7,23,1,19
lesion_5597,lesion,7,23,1,19
lesion_5597,lesion,19,22,13,16
lesion_5598,lesion,7,22,2,19
lesion_5599,lesion,7,22,2,19
lesion_5600,lesion,12,21,5,13
lesion_5600,lesion,6,18,9,19
lesion_5601,lesion,16,21,8,12
lesion_5601,lesion,6,15,11,18
lesion_5602,lesion,7,14,10,18
lesion_5603,lesion,7,14,10,17
lesion_5604,lesion,8,14,10,16
lesion_5605,lesion,9,13,11,15
lesion_5606,lesion,7,11,9,13
lesion_5606,lesion,8,11,15,17
lesion_5607,lesion,7,12,9,14
lesion_5607,lesion,3,6,11,14
lesion_5607,lesion,7,12,14,18
lesion_5608,lesion,6,14,8,19
lesion_5608,lesion,3,7,11,15
lesion_5609,lesion,3,15,8,20
lesion_5610,lesion,2,17,9,23
lesion_5610,lesion,16,20,13,17
lesion_5611,lesion,2,18,9,24
lesion_5611,lesion,15,20,12,18
lesion_5612,lesion,2,21,9,25
lesion_5613,lesion,2,20,9,25
lesion_5614,lesion,3,19,7,25
lesion_5615,lesion,3,19,7,25
lesion_5615,lesion,15,18,19,22
lesion_5616,lesion,3,18,8,25
lesion_5617,lesion,3,18,8,25
lesion_5618,lesion,8,17,11,19
lesion_5618,lesion,2,14,15,25
lesion_5619,lesion,12,17,14,18
lesion_5619,lesion,2,11,17,24
lesion_5620,lesion,3,10,16,24
lesion_5621,lesion,3,10,16,23
lesion_5622,lesion,4,10,16,22
lesion_5623,lesion,5,9,17,21
lesion_5624,lesion,7,11,10,14
lesion_5624,lesion,8,11,16,18
lesion_5625,lesion,7,12,10,15
lesion_5625,lesion,3,6,12,15
lesion_5625,lesion,7,12,15,19
lesion_5626,lesion,6,14,9,20
lesion_5626,lesion,3,7,12,16
lesion_5627,lesion,3,15,9,21
lesion_5628,lesion,2,17,10,24
lesion_5628,lesion,16,20,14,18
lesion_5629,lesion,2,18,10,25
lesion_5629,lesion,15,20,13,19
lesion_5630,lesion,2,21,10,26
lesion_5631,lesion,2,20,10,26
lesion_5632,lesion,3,19,8,26
lesion_5633,lesion,3,19,8,26
lesion_5633,lesion,15,18,20,23
lesion_5634,lesion,3,18,9,26
lesion_5635,lesion,3,18,9,26
lesion_5636,lesion,8,17,12,20
lesion_5636,lesion,2,14,16,26
lesion_5637,lesion,12,17,15,19
lesion_5637,lesion,2,11,18,25
lesion_5638,lesion,3,10,17,25
lesion_5639,lesion,3,10,17,24
lesion_5640,lesion,4,10,17,23
lesion_5641,lesion,5,9,18,22
lesion_5642,lesion,1,14,13,29
lesion_5642,lesion,-1,1,21,24
lesion_5643,lesion,-1,15,13,30
lesion_5644,lesion,-1,17,13,29
lesion_5645,lesion,-1,18,13,30
lesion_5646,lesion,-1,18,13,29
lesion_5647,lesion,-1,18,12,28
lesion_5648,lesion,-1,17,12,26
lesion_5648,lesion,-1,2,21,25
lesion_5648,lesion,2,4,25,27
lesion_5649,lesion,13,16,9,14
lesion_5649,lesion,15,18,9,11
lesion_5649,lesion,7,16,12,21
lesion_5649,lesion,1,12,14,26
lesion_5649,lesion,-1,1,22,24
lesion_5650,lesion,12,20,8,15
lesion_5650,lesion,2,6,14,18
lesion_5650,lesion,10,14,15,20
lesion_5650,lesion,2,4,18,20
lesion_5650,lesion,5,9,20,22
lesion_5651,lesion,11,22,8,17
lesion_5651,lesion,0,6,13,19
lesion_5652,lesion,10,23,7,20
lesion_5652,lesion,0,6,13,19
lesion_5653,lesion,9,22,6,21
lesion_5653,lesion,0,5,13,18
lesion_5654,lesion,9,23,5,20
lesion_5654,lesion,1,5,13,18
lesion_5655,lesion,9,23,5,19
lesion_5655,lesion,2,4,13,16
lesion_5656,lesion,10,24,5,18
lesion_5657,lesion,10,23,5,19
lesion_5658,lesion,9,22,6,19
lesion_5659,lesion,9,22,5,14
lesion_5659,lesion,16,21,13,20
lesion_5660,lesion,17,21,5,9
lesion_5660,lesion,10,14,9,13
lesion_5660,lesion,16,21,9,12
lesion_5660,lesion,14,16,10,12
lesion_5660,lesion,16,20,15,19
lesion_5661,lesion,-1,11,21,30
lesion_5662,lesion,-1,12,21,30
lesion_5663,lesion,-1,12,21,30
lesion_5663,lesion,12,15,28,30
lesion_5664,lesion,-1,16,21,30
lesion_5665,lesion,-1,16,21,30
lesion_5666,lesion,-1,16,20,30
lesion_5667,lesion,-1,15,20,30
lesion_5668,lesion,11,14,17,22
lesion_5668,lesion,13,16,17,19
lesion_5668,lesion,5,14,20,29
lesion_5668,lesion,-1,9,22,30
lesion_5669,lesion,10,18,16,23
lesion_5669,lesion,0,4,22,26
lesion_5669,lesion,8,12,23,28
lesion_5669,lesion,0,2,26,28
lesion_5669,lesion,3,7,28,30
lesion_5670,lesion,9,20,16,25
lesion_5670,lesion,-1,4,21,27
lesion_5671,lesion,8,21,15,28
lesion_5671,lesion,-1,4,21,27
lesion_5672,lesion,7,20,14,29
lesion_5672,lesion,-1,3,21,26
lesion_5673,lesion,7,21,13,28
lesion_5673,lesion,-1,3,21,26
lesion_5674,lesion,7,21,13,27
lesion_5674,lesion,0,2,21,24
lesion_5675,lesion,8,22,13,26
lesion_5676,lesion,8,21,13,27
lesion_5677,lesion,7,20,14,27
lesion_5678,lesion,7,20,13,22
lesion_5678,lesion,14,19,21,28
lesion_5679,lesion,15,19,13,17
lesion_5679,lesion,8,12,17,21
lesion_5679,lesion,14,19,17,20
lesion_5679,lesion,12,14,18,20
lesion_5679,lesion,14,18,23,27
lesion_5680,lesion,16,20,4,8
lesion_5680,lesion,17,20,10,12
lesion_5681,lesion,16,21,4,9
lesion_5681,lesion,12,15,6,9
lesion_5681,lesion,16,21,9,13
lesion_5682,lesion,15,23,3,14
lesion_5682,lesion,12,16,6,10
lesion_5683,lesion,12,24,3,15
lesion_5684,lesion,11,26,4,18
lesion_5684,lesion,25,29,8,12
lesion_5685,lesion,11,27,4,19
lesion_5685,lesion,24,29,7,13
lesion_5686,lesion,11,30,4,20
lesion_5687,lesion,11,29,4,20
lesion_5688,lesion,12,28,2,20
lesion_5689,lesion,12,28,2,20
lesion_5689,lesion,24,27,14,17
lesion_5690,lesion,12,27,3,20
lesion_5691,lesion,12,27,3,20
lesion_5692,lesion,-1,1,3,5
lesion_5692,lesion,17,26,6,14
lesion_5692,lesion,11,23,10,20
lesion_5693,lesion,-1,2,1,6
lesion_5693,lesion,-1,1,9,11
lesion_5693,lesion,21,26,9,13
lesion_5693,lesion,11,20,12,19
lesion_5694,lesion,-1,2,2,6
lesion_5694,lesion,-1,1,9,11
lesion_5694,lesion,12,19,11,19
lesion_5694,lesion,0,2,12,14
lesion_5695,lesion,-1,1,2,5
lesion_5695,lesion,-1,4,8,15
lesion_5695,lesion,12,19,11,18
lesion_5696,lesion,-1,4,7,15
lesion_5696,lesion,13,19,11,17
lesion_5697,lesion,-1,4,4,15
lesion_5697,lesion,14,18,12,16
lesion_5698,lesion,-1,2,4,12
lesion_5698,lesion,-1,3,12,15
lesion_5699,lesion,-1,1,3,7
lesion_5699,lesion,-1,3,7,12
lesion_5699,lesion,-1,1,12,15
lesion_5700,lesion,-1,3,1,13
lesion_5701,lesion,-1,3,2,12
lesion_5702,lesion,-1,3,3,11
lesion_5703,lesion,-1,2,4,11
lesion_5704,lesion,11,15,14,18
lesion_5704,lesion,12,15,20,22
lesion_5705,lesion,11,16,14,19
lesion_5705,lesion,7,10,16,19
lesion_5705,lesion,11,16,19,23
lesion_5706,lesion,10,18,13,24
lesion_5706,lesion,7,11,16,20
lesion_5707,lesion,7,19,13,25
lesion_5708,lesion,6,21,14,28
lesion_5708,lesion,20,24,18,22
lesion_5709,lesion,6,22,14,29
lesion_5709,lesion,19,24,17,23
lesion_5710,lesion,6,25,14,30
lesion_5711,lesion,6,24,14,30
lesion_5712,lesion,7,23,12,30
lesion_5713,lesion,7,23,12,30
lesion_5713,lesion,19,22,24,27
lesion_5714,lesion,7,22,13,30
lesion_5715,lesion,7,22,13,30
lesion_5716,lesion,12,21,16,24
lesion_5716,lesion,6,18,20,30
lesion_5717,lesion,16,21,19,23
lesion_5717,lesion,6,15,22,29
lesion_5718,lesion,7,14,21,29
lesion_5719,lesion,7,14,21,28
lesion_5720,lesion,8,14,21,27
lesion_5721,lesion,9,13,22,26
lesion_5722,lesion,-1,12,12,29
lesion_5723,lesion,-1,14,12,28
lesion_5724,lesion,-1,15,12,29
lesion_5725,lesion,-1,15,12,28
lesion_5726,lesion,-1,15,11,27
lesion_5727,lesion,-1,14,11,25
lesion_5727,lesion,-1,1,24,26
lesion_5728,lesion,10,13,8,13
lesion_5728,lesion,12,15,8,10
lesion_5728,lesion,4,13,11,20
lesion_5728,lesion,-1,9,13,25
lesion_5729,lesion,9,17,7,14
lesion_5729,lesion,-1,3,13,17
lesion_5729,lesion,7,11,14,19
lesion_5729,lesion,-1,1,17,19
lesion_5729,lesion,2,6,19,21
lesion_5730,lesion,8,19,7,16
lesion_5730,lesion,-1,3,12,18
lesion_5731,lesion,7,20,6,19
lesion_5731,lesion,-1,3,12,18
lesion_5732,lesion,6,19,5,20
lesion_5732,lesion,-1,2,12,17
lesion_5733,lesion,6,20,4,19
lesion_5733,lesion,-1,2,12,17
lesion_5734,lesion,6,20,4,18
lesion_5734,lesion,-1,1,12,15
lesion_5735,lesion,7,21,4,17
lesion_5736,lesion,7,20,4,18
lesion_5737,lesion,6,19,5,18
lesion_5738,lesion,6,19,4,13
lesion_5738,lesion,13,18,12,19
lesion_5739,lesion,14,18,4,8
lesion_5739,lesion,7,11,8,12
lesion_5739,lesion,13,18,8,11
lesion_5739,lesion,11,13,9,11
lesion_5739,lesion,13,17,14,18
lesion_5740,lesion,7,11,7,11
lesion_5740,lesion,8,11,13,15
lesion_5741,lesion,7,12,7,12
lesion_5741,lesion,3,6,9,12
lesion_5741,lesion,7,12,12,16
lesion_5742,lesion,6,14,6,17
lesion_5742,lesion,3,7,9,13
lesion_5743,lesion,3,15,6,18
lesion_5744,lesion,2,17,7,21
lesion_5744,lesion,16,20,11,15
lesion_5745,lesion,2,18,7,22
lesion_5745,lesion,15,20,10,16
lesion_5746,lesion,2,21,7,23
lesion_5747,lesion,2,20,7,23
lesion_5748,lesion,3,19,5,23
lesion_5749,lesion,3,19,5,23
lesion_5749,lesion,15,18,17,20
lesion_5750,lesion,3,18,6,23
lesion_5751,lesion,3,18,6,23
lesion_5752,lesion,8,17,9,17
lesion_5752,lesion,2,14,13,23
lesion_5753,lesion,12,17,12,16
lesion_5753,lesion,2,11,15,22
lesion_5754,lesion,3,10,14,22
lesion_5755,lesion,3,10,14,21
lesion_5756,lesion,4,10,14,20
lesion_5757,lesion,5,9,15,19
lesion_5758,lesion,14,18,14,18
lesion_5759,lesion,11,18,12,19
lesion_5760,lesion,10,19,9,19
lesion_5761,lesion,9,20,8,20
lesion_5762,lesion,8,21,7,20
lesion_5763,lesion,8,23,8,23
lesion_5764,lesion,7,23,8,23
lesion_5765,lesion,7,22,8,22
lesion_5766,lesion,7,20,7,22
lesion_5767,lesion,8,18,7,21
lesion_5767,lesion,26,28,15,18
lesion_5767,lesion,28,30,16,18
lesion_5768,lesion,7,19,8,21
lesion_5768,lesion,25,30,14,19
lesion_5769,lesion,8,19,11,20
lesion_5769,lesion,24,30,13,20
lesion_5770,lesion,10,18,12,18
lesion_5770,lesion,24,30,13,20
lesion_5771,lesion,11,15,12,17
lesion_5771,lesion,24,30,12,20
lesion_5771,lesion,28,30,23,25
lesion_5772,lesion,11,15,12,16
lesion_5772,lesion,25,30,12,20
lesion_5772,lesion,27,30,23,26
lesion_5773,lesion,11,15,12,17
lesion_5773,lesion,24,30,12,21
lesion_5773,lesion,28,30,23,26
lesion_5774,lesion,10,15,12,17
lesion_5774,lesion,24,30,12,21
lesion_5775,lesion,11,15,13,17
lesion_5775,lesion,24,30,13,21
lesion_5776,lesion,18,22,17,21
lesion_5777,lesion,15,22,15,22
lesion_5778,lesion,14,23,12,22
lesion_5779,lesion,13,24,11,23
lesion_5780,lesion,12,25,10,23
lesion_5781,lesion,12,27,11,26
lesion_5782,lesion,11,27,11,26
lesion_5783,lesion,11,26,11,25
lesion_5784,lesion,11,24,10,25
lesion_5785,lesion,12,22,10,24
lesion_5786,lesion,11,23,11,24
lesion_5787,lesion,12,23,14,23
lesion_5787,lesion,28,30,17,20
lesion_5788,lesion,14,22,15,21
lesion_5788,lesion,28,30,17,20
lesion_5789,lesion,15,19,15,20
lesion_5789,lesion,28,30,17,19
lesion_5790,lesion,15,19,15,19
lesion_5791,lesion,15,19,15,20
lesion_5791,lesion,28,30,21,23
lesion_5792,lesion,14,19,15,20
lesion_5792,lesion,28,30,20,24
lesion_5793,lesion,15,19,16,20
lesion_5793,lesion,28,30,17,20
lesion_5793,lesion,28,30,20,24
lesion_5794,lesion,16,18,17,19
lesion_5794,lesion,28,30,17,23
lesion_5795,lesion,16,20,13,17
lesion_5796,lesion,13,20,11,18
lesion_5797,lesion,12,21,8,18
lesion_5798,lesion,11,22,7,19
lesion_5799,lesion,10,23,6,19
lesion_5800,lesion,10,25,7,22
lesion_5801,lesion,9,25,7,22
lesion_5802,lesion,9,24,7,21
lesion_5803,lesion,9,22,6,21
lesion_5804,lesion,10,20,6,20
lesion_5804,lesion,28,30,14,17
lesion_5805,lesion,9,21,7,20
lesion_5805,lesion,27,30,13,18
lesion_5806,lesion,10,21,10,19
lesion_5806,lesion,26,30,12,19
lesion_5807,lesion,12,20,11,17
lesion_5807,lesion,26,30,12,19
lesion_5808,lesion,13,17,11,16
lesion_5808,lesion,26,30,11,19
lesion_5809,lesion,13,17,11,15
lesion_5809,lesion,27,30,11,19
lesion_5810,lesion,13,17,11,16
lesion_5810,lesion,26,30,12,20
lesion_5811,lesion,12,17,11,16
lesion_5811,lesion,26,30,12,20
lesion_5812,lesion,13,17,12,16
lesion_5812,lesion,26,30,12,20
lesion_5813,lesion,26,30,12,19
lesion_5813,lesion,14,16,13,15
lesion_5814,lesion,27,30,13,18
lesion_5815,lesion,14,18,18,22
lesion_5816,lesion,11,18,16,23
lesion_5817,lesion,10,19,13,23
lesion_5818,lesion,9,20,12,24
lesion_5819,lesion,8,21,11,24
lesion_5820,lesion,8,23,12,27
